Alignment name,Segment Probability,Segment Position in Alignment
A_uL13a-uL13b,1.0,46-68
A_uL13a-uL13b,1.0,89-105
A_uL13a-uL13b,1.0,138-155
A_uL13a-uL13b,1.0,160-174
A_uL13a-uL13b,0.6666666666666666,221-228
A_uL13a-uL13b,0.0,114-114
A_uL13a-uL13b,0.0,6-6
A_uL13a-uL13b,0.0,110-110
A_uL13a-uL13b,0.0,124-124
A_uL14a-uL14b,1.0,117-188
A_uL14a-uL14b,1.0,50-72
A_uL14a-uL14b,1.0,95-110
A_uL14a-uL14b,0.2,87-91
A_uL14a-uL14b,0.03333333333333333,1-1
A_uL15a-uL15b,1.0,196-233
A_uL15a-uL15b,1.0,19-59
A_uL15a-uL15b,0.7666666666666667,147-155
A_uL15a-uL15b,0.6,100-105
A_uL15a-uL15b,0.06666666666666667,176-181
A_uL15a-uL15b,0.3,89-89
A_uL15a-uL15b,0.13333333333333333,66-66
A_uL15a-uL15b,0.06666666666666667,12-12
A_uL16a-uL16b,0.9666666666666667,183-201
A_uL16a-uL16b,0.9333333333333333,94-107
A_uL16a-uL16b,0.9,157-177
A_uL16a-uL16b,0.23333333333333334,114-123
A_uL16a-uL16b,0.3333333333333333,20-27
A_uL16a-uL16b,0.4666666666666667,75-85
A_uL16a-uL16b,0.6666666666666666,141-145
A_uL16a-uL16b,0.0,151-153
A_uL16a-uL16b,0.3333333333333333,127-134
A_uL16a-uL16b,0.03333333333333333,65-65
A_uL16a-uL16b,0.5333333333333333,48-51
A_uL16a-uL16b,0.4,89-89
A_uL16a-uL16b,0.0,69-69
A_uL18a-uL18b,1.0,121-152
A_uL18a-uL18b,0.9666666666666667,69-88
A_uL18a-uL18b,0.9333333333333333,160-175
A_uL18a-uL18b,0.16666666666666666,94-105
A_uL18a-uL18b,0.6666666666666666,50-63
A_uL18a-uL18b,0.13333333333333333,33-33
A_uL18a-uL18b,0.0,46-46
A_uL18a-uL18b,0.0,109-109
A_uL22a-uL22b,1.0,206-266
A_uL22a-uL22b,1.0,113-163
A_uL22a-uL22b,0.13333333333333333,280-291
A_uL22a-uL22b,0.0,167-168
A_uL22a-uL22b,0.03333333333333333,1-1
A_uL23a-uL23b,1.0,52-122
A_uL23a-uL23b,0.9666666666666667,143-154
A_uL23a-uL23b,0.26666666666666666,163-166
A_uL24a-uL24b,1.0,65-112
A_uL24a-uL24b,0.43333333333333335,136-146
A_uL24a-uL24b,0.36666666666666664,159-159
A_uL24a-uL24b,0.8666666666666667,163-166
A_uL24a-uL24b,0.0,116-116
A_uL29a-uL29b,1.0,23-76
A_uL29a-uL29b,1.0,80-103
A_uL29a-uL29b,0.7333333333333333,8-8
A_uL30a-uL30b,1.0,107-148
A_uL30a-uL30b,0.5,92-103
A_uL30a-uL30b,0.0,152-152
A_uS02a-uS02b,1.0,324-356
A_uS02a-uS02b,1.0,360-379
A_uS02a-uS02b,0.9333333333333333,164-179
A_uS02a-uS02b,1.0,256-267
A_uS02a-uS02b,0.9666666666666667,227-252
A_uS02a-uS02b,1.0,199-209
A_uS02a-uS02b,0.3,184-192
A_uS02a-uS02b,0.3,213-222
A_uS02a-uS02b,0.0,383-391
A_uS02a-uS02b,0.1,28-29
A_uS02a-uS02b,0.0,494-494
A_uS03a-uS03b,1.0,78-109
A_uS03a-uS03b,1.0,117-143
A_uS03a-uS03b,1.0,156-180
A_uS03a-uS03b,1.0,40-72
A_uS03a-uS03b,0.9666666666666667,217-233
A_uS03a-uS03b,0.1,185-194
A_uS03a-uS03b,0.26666666666666666,201-212
A_uS03a-uS03b,0.03333333333333333,149-152
A_uS03a-uS03b,0.06666666666666667,32-36
A_uS03a-uS03b,0.0,14-14
A_uS03a-uS03b,0.0,256-256
A_uS04a-uS04b,1.0,148-200
A_uS04a-uS04b,0.7,62-75
A_uS04a-uS04b,0.06666666666666667,84-99
A_uS04a-uS04b,0.5666666666666667,46-54
A_uS04a-uS04b,0.06666666666666667,1-2
A_uS04a-uS04b,0.6666666666666666,11-12
A_uS04a-uS04b,0.36666666666666664,204-204
A_uS04a-uS04b,0.0,210-210
A_uS04a-uS04b,0.0,227-227
A_uS05a-uS05b,1.0,209-281
A_uS05a-uS05b,1.0,136-193
A_uS05a-uS05b,0.13333333333333333,87-95
A_uS05a-uS05b,0.03333333333333333,1-2
A_uS05a-uS05b,0.36666666666666664,75-76
A_uS05a-uS05b,0.06666666666666667,286-286
A_uS05a-uS05b,0.06666666666666667,198-198
A_uS07a-uS07b,1.0,149-225
A_uS07a-uS07b,1.0,264-283
A_uS07a-uS07b,1.0,290-305
A_uS07a-uS07b,1.0,239-254
A_uS07a-uS07b,0.9666666666666667,116-125
A_uS07a-uS07b,0.2,229-235
A_uS07a-uS07b,0.23333333333333334,86-89
A_uS07a-uS07b,0.2,78-81
A_uS07a-uS07b,0.0,93-93
A_uS07a-uS07b,0.4666666666666667,258-258
A_uS07a-uS07b,0.1,111-111
A_uS08a-uS08b,1.0,4-60
A_uS08a-uS08b,1.0,120-151
A_uS08a-uS08b,0.06666666666666667,66-74
A_uS08a-uS08b,0.0,111-114
A_uS08a-uS08b,0.0,90-92
A_uS08a-uS08b,0.6666666666666666,97-101
A_uS08a-uS08b,0.5,105-107
A_uS08a-uS08b,0.36666666666666664,79-79
A_uS09a-uS09b,1.0,102-158
A_uS09a-uS09b,1.0,64-97
A_uS09a-uS09b,1.0,187-216
A_uS09a-uS09b,0.03333333333333333,176-178
A_uS09a-uS09b,0.0,4-4
A_uS10a-uS10b,1.0,10-91
A_uS10a-uS10b,1.0,96-125
A_uS11a-uS11b,1.0,163-204
A_uS11a-uS11b,1.0,82-112
A_uS11a-uS11b,1.0,121-153
A_uS11a-uS11b,0.06666666666666667,1-8
A_uS11a-uS11b,0.7,76-77
A_uS12a-uS12b,1.0,96-125
A_uS12a-uS12b,1.0,148-165
A_uS12a-uS12b,1.0,57-89
A_uS12a-uS12b,0.8333333333333334,130-140
A_uS12a-uS12b,0.26666666666666666,170-177
A_uS12a-uS12b,0.26666666666666666,29-38
A_uS12a-uS12b,0.03333333333333333,51-52
A_uS12a-uS12b,0.3,181-181
A_uS13a-uS13b,1.0,157-192
A_uS13a-uS13b,1.0,55-81
A_uS13a-uS13b,1.0,85-120
A_uS13a-uS13b,0.03333333333333333,147-153
A_uS13a-uS13b,0.1,221-226
A_uS13a-uS13b,0.2,204-204
A_uS14a-uS14b,1.0,63-97
A_uS14a-uS14b,0.7333333333333333,102-107
A_uS14a-uS14b,0.43333333333333335,1-3
A_uS14a-uS14b,0.7666666666666667,53-59
A_uS15a-uS15b,1.0,115-172
A_uS15a-uS15b,0.36666666666666664,44-54
A_uS15a-uS15b,0.23333333333333334,76-81
A_uS15a-uS15b,0.1,180-181
A_uS15a-uS15b,0.1,187-191
A_uS15a-uS15b,0.0,8-9
A_uS15a-uS15b,0.16666666666666666,68-70
A_uS17a-uS17b,1.0,129-160
A_uS17a-uS17b,1.0,79-99
A_uS17a-uS17b,1.0,105-120
A_uS17a-uS17b,0.2,30-30
A_uS19a-uS19b,1.0,147-186
A_uS19a-uS19b,0.4,124-143
A_uS19a-uS19b,0.6333333333333333,92-96
A_uS19a-uS19b,0.6666666666666666,107-116
A_uS19a-uS19b,0.06666666666666667,191-193
A_uS19a-uS19b,0.26666666666666666,1-2
A_uS19a-uS19b,0.36666666666666664,201-202
C_uS02a-uS03b,1.0,234-263
C_uS02a-uS03b,0.2,161-167
C_uS02a-uS03b,0.16666666666666666,192-201
C_uS02a-uS03b,0.26666666666666666,269-278
C_uS02a-uS03b,0.1,324-330
C_uS02a-uS03b,0.4,205-213
C_uS02a-uS03b,0.2,173-182
C_uS02a-uS03b,0.0,308-311
C_uS02a-uS03b,0.06666666666666667,227-230
C_uS02a-uS03b,0.0,335-337
C_uS02a-uS03b,0.0,1-3
C_uS02a-uS03b,0.06666666666666667,139-143
C_uS02a-uS03b,0.0,342-342
C_uS02a-uS03b,0.0,318-318
C_uS02a-uS03b,0.0,360-360
C_uS02a-uS04b,0.9333333333333333,202-216
C_uS02a-uS04b,0.1,252-262
C_uS02a-uS04b,0.5666666666666667,225-234
C_uS02a-uS04b,0.03333333333333333,144-148
C_uS02a-uS04b,0.0,161-169
C_uS02a-uS04b,0.23333333333333334,341-346
C_uS02a-uS04b,0.4666666666666667,304-309
C_uS02a-uS04b,0.26666666666666666,173-176
C_uS02a-uS04b,0.0,1-2
C_uS02a-uS04b,0.1,327-328
C_uS02a-uS04b,0.13333333333333333,350-351
C_uS02a-uS04b,0.06666666666666667,269-270
C_uS02a-uS04b,0.0,274-274
C_uS02a-uS04b,0.0,320-320
C_uS02a-uS04b,0.0,137-137
C_uS02a-uS05b,0.36666666666666664,280-293
C_uS02a-uS05b,0.3333333333333333,327-335
C_uS02a-uS05b,0.7666666666666667,212-226
C_uS02a-uS05b,0.4666666666666667,164-173
C_uS02a-uS05b,0.0,245-247
C_uS02a-uS05b,0.0,304-311
C_uS02a-uS05b,0.0,315-320
C_uS02a-uS05b,0.03333333333333333,231-239
C_uS02a-uS05b,0.06666666666666667,153-155
C_uS02a-uS05b,0.0,182-183
C_uS02a-uS05b,0.06666666666666667,191-194
C_uS02a-uS05b,0.2,201-204
C_uS02a-uS05b,0.0,1-2
C_uS02a-uS05b,0.23333333333333334,146-148
C_uS02a-uS05b,0.16666666666666666,298-300
C_uS02a-uS05b,0.03333333333333333,358-359
C_uS02a-uS05b,0.0,187-187
C_uS02a-uS05b,0.0,134-134
C_uS02a-uS07b,0.9666666666666667,203-257
C_uS02a-uS07b,0.4666666666666667,157-172
C_uS02a-uS07b,0.4666666666666667,330-346
C_uS02a-uS07b,0.8666666666666667,352-357
C_uS02a-uS07b,0.1,184-192
C_uS02a-uS07b,0.23333333333333334,313-315
C_uS02a-uS07b,0.4,302-307
C_uS02a-uS07b,0.06666666666666667,274-277
C_uS02a-uS07b,0.2,361-364
C_uS02a-uS07b,0.06666666666666667,136-138
C_uS02a-uS07b,0.26666666666666666,1-1
C_uS02a-uS07b,0.3,320-326
C_uS02a-uS07b,0.4666666666666667,142-142
C_uS02a-uS07b,0.2,390-391
C_uS02a-uS07b,0.0,382-384
C_uS02a-uS07b,0.0,375-375
C_uS02a-uS08b,1.0,159-185
C_uS02a-uS08b,0.3,283-289
C_uS02a-uS08b,0.36666666666666664,315-323
C_uS02a-uS08b,0.2,196-202
C_uS02a-uS08b,0.03333333333333333,245-246
C_uS02a-uS08b,0.13333333333333333,262-265
C_uS02a-uS08b,0.2,227-232
C_uS02a-uS08b,0.26666666666666666,295-299
C_uS02a-uS08b,0.06666666666666667,135-140
C_uS02a-uS08b,0.23333333333333334,2-3
C_uS02a-uS08b,0.4,144-147
C_uS02a-uS08b,0.13333333333333333,305-305
C_uS02a-uS08b,0.26666666666666666,220-221
C_uS02a-uS08b,0.03333333333333333,153-153
C_uS02a-uS08b,0.03333333333333333,254-254
C_uS02a-uS09b,0.26666666666666666,168-183
C_uS02a-uS09b,0.36666666666666664,270-275
C_uS02a-uS09b,0.2,322-329
C_uS02a-uS09b,0.06666666666666667,279-284
C_uS02a-uS09b,0.6333333333333333,236-240
C_uS02a-uS09b,0.03333333333333333,148-151
C_uS02a-uS09b,0.1,216-217
C_uS02a-uS09b,0.36666666666666664,161-164
C_uS02a-uS09b,0.5,156-157
C_uS02a-uS09b,0.1,195-195
C_uS02a-uS09b,0.0,222-225
C_uS02a-uS09b,0.0,359-362
C_uS02a-uS09b,0.1,208-210
C_uS02a-uS09b,0.3333333333333333,229-232
C_uS02a-uS09b,0.13333333333333333,1-1
C_uS02a-uS09b,0.13333333333333333,144-144
C_uS02a-uS09b,0.13333333333333333,355-355
C_uS02a-uS10b,0.9333333333333333,230-241
C_uS02a-uS10b,0.2,290-298
C_uS02a-uS10b,0.3333333333333333,182-190
C_uS02a-uS10b,0.16666666666666666,256-269
C_uS02a-uS10b,0.0,200-207
C_uS02a-uS10b,0.06666666666666667,304-306
C_uS02a-uS10b,0.26666666666666666,334-338
C_uS02a-uS10b,0.06666666666666667,320-320
C_uS02a-uS10b,0.06666666666666667,282-282
C_uS02a-uS10b,0.0,194-194
C_uS02a-uS11b,0.9333333333333333,147-158
C_uS02a-uS11b,0.4,276-290
C_uS02a-uS11b,0.9666666666666667,214-235
C_uS02a-uS11b,0.06666666666666667,302-306
C_uS02a-uS11b,0.03333333333333333,261-266
C_uS02a-uS11b,0.0,311-314
C_uS02a-uS11b,0.16666666666666666,190-196
C_uS02a-uS11b,0.13333333333333333,1-8
C_uS02a-uS11b,0.0,178-182
C_uS02a-uS11b,0.0,200-202
C_uS02a-uS11b,0.03333333333333333,270-272
C_uS02a-uS11b,0.1,209-209
C_uS02a-uS12b,1.0,299-318
C_uS02a-uS12b,0.2,252-258
C_uS02a-uS12b,0.26666666666666666,234-237
C_uS02a-uS12b,0.23333333333333334,201-206
C_uS02a-uS12b,0.1,185-195
C_uS02a-uS12b,0.06666666666666667,137-147
C_uS02a-uS12b,0.06666666666666667,211-218
C_uS02a-uS12b,0.0,157-162
C_uS02a-uS12b,0.2,223-226
C_uS02a-uS12b,0.1,241-241
C_uS02a-uS12b,0.16666666666666666,342-347
C_uS02a-uS12b,0.5333333333333333,322-322
C_uS02a-uS12b,0.1,152-152
C_uS02a-uS13b,0.8666666666666667,250-269
C_uS02a-uS13b,0.06666666666666667,307-313
C_uS02a-uS13b,0.2,146-157
C_uS02a-uS13b,0.03333333333333333,164-168
C_uS02a-uS13b,0.03333333333333333,286-290
C_uS02a-uS13b,0.4,238-243
C_uS02a-uS13b,0.13333333333333333,182-188
C_uS02a-uS13b,0.06666666666666667,273-275
C_uS02a-uS13b,0.13333333333333333,324-331
C_uS02a-uS13b,0.26666666666666666,173-177
C_uS02a-uS13b,0.26666666666666666,1-3
C_uS02a-uS14b,0.23333333333333334,178-194
C_uS02a-uS14b,0.03333333333333333,306-320
C_uS02a-uS14b,0.0,300-301
C_uS02a-uS14b,0.0,1-3
C_uS02a-uS14b,0.43333333333333335,255-258
C_uS02a-uS14b,0.06666666666666667,268-269
C_uS02a-uS14b,0.36666666666666664,288-290
C_uS02a-uS14b,0.0,279-279
C_uS02a-uS14b,0.0,242-242
C_uS02a-uS14b,0.0,264-264
C_uS02a-uS14b,0.0,327-327
C_uS02a-uS14b,0.0,296-296
C_uS02a-uS14b,0.0,336-336
C_uS02a-uS15b,0.13333333333333333,316-324
C_uS02a-uS15b,0.6666666666666666,153-169
C_uS02a-uS15b,0.13333333333333333,209-215
C_uS02a-uS15b,0.6,243-257
C_uS02a-uS15b,0.06666666666666667,186-188
C_uS02a-uS15b,0.0,237-239
C_uS02a-uS15b,0.2,179-181
C_uS02a-uS15b,0.26666666666666666,3-4
C_uS02a-uS15b,0.03333333333333333,175-175
C_uS02a-uS15b,0.13333333333333333,193-198
C_uS02a-uS17b,0.8666666666666667,172-190
C_uS02a-uS17b,0.7333333333333333,313-321
C_uS02a-uS17b,0.0,202-213
C_uS02a-uS17b,0.13333333333333333,281-284
C_uS02a-uS17b,0.03333333333333333,290-292
C_uS02a-uS17b,0.06666666666666667,299-301
C_uS02a-uS17b,0.0,1-2
C_uS02a-uS17b,0.3,168-168
C_uS02a-uS17b,0.16666666666666666,194-195
C_uS02a-uS17b,0.4,305-305
C_uS02a-uS19b,0.1,231-235
C_uS02a-uS19b,0.06666666666666667,203-211
C_uS02a-uS19b,0.0,184-192
C_uS02a-uS19b,0.06666666666666667,222-227
C_uS02a-uS19b,0.03333333333333333,215-216
C_uS02a-uS19b,0.06666666666666667,135-140
C_uS02a-uS19b,0.06666666666666667,301-303
C_uS02a-uS19b,0.26666666666666666,178-179
C_uS02a-uS19b,0.1,1-2
C_uS02a-uS19b,0.03333333333333333,150-152
C_uS02a-uS19b,0.3,312-314
C_uS02a-uS19b,0.6,144-145
C_uS02a-uS19b,0.2,297-297
C_uS03a-uS02b,0.5666666666666667,227-234
C_uS03a-uS02b,0.13333333333333333,72-85
C_uS03a-uS02b,0.43333333333333335,90-100
C_uS03a-uS02b,0.1,162-172
C_uS03a-uS02b,0.06666666666666667,42-49
C_uS03a-uS02b,0.06666666666666667,243-246
C_uS03a-uS02b,0.3,122-127
C_uS03a-uS02b,0.03333333333333333,191-194
C_uS03a-uS02b,0.03333333333333333,57-60
C_uS03a-uS02b,0.26666666666666666,183-187
C_uS03a-uS02b,0.36666666666666664,220-223
C_uS03a-uS02b,0.0,68-68
C_uS03a-uS02b,0.5,204-206
C_uS03a-uS02b,0.0,198-198
C_uS03a-uS02b,0.6,146-148
C_uS03a-uS02b,0.0,211-211
C_uS03a-uS02b,0.06666666666666667,28-29
C_uS03a-uS02b,0.06666666666666667,137-137
C_uS03a-uS02b,0.1,142-142
C_uS03a-uS02b,0.0,155-155
C_uS03a-uS02b,0.0,105-105
C_uS03a-uS02b,0.0,254-254
C_uS03a-uS02b,0.0,177-177
C_uS03a-uS02b,0.0,215-215
C_uS03a-uS02b,0.0,263-263
C_uS03a-uS04b,0.8,160-171
C_uS03a-uS04b,0.0,70-71
C_uS03a-uS04b,0.06666666666666667,89-95
C_uS03a-uS04b,0.23333333333333334,232-238
C_uS03a-uS04b,0.26666666666666666,192-200
C_uS03a-uS04b,0.0,130-132
C_uS03a-uS04b,0.23333333333333334,45-51
C_uS03a-uS04b,0.0,140-143
C_uS03a-uS04b,0.03333333333333333,104-107
C_uS03a-uS04b,0.6333333333333333,76-84
C_uS03a-uS04b,0.0,214-219
C_uS03a-uS04b,0.0,123-126
C_uS03a-uS04b,0.1,256-260
C_uS03a-uS04b,0.0,12-13
C_uS03a-uS04b,0.06666666666666667,30-31
C_uS03a-uS04b,0.0,183-185
C_uS03a-uS04b,0.06666666666666667,35-41
C_uS03a-uS04b,0.03333333333333333,247-248
C_uS03a-uS04b,0.0,113-113
C_uS03a-uS04b,0.0,147-147
C_uS03a-uS04b,0.0,224-224
C_uS03a-uS04b,0.0,155-155
C_uS03a-uS05b,0.16666666666666666,213-225
C_uS03a-uS05b,0.23333333333333334,202-207
C_uS03a-uS05b,0.5,106-115
C_uS03a-uS05b,0.03333333333333333,130-133
C_uS03a-uS05b,0.03333333333333333,75-94
C_uS03a-uS05b,0.16666666666666666,265-268
C_uS03a-uS05b,0.4,155-160
C_uS03a-uS05b,0.06666666666666667,120-124
C_uS03a-uS05b,0.03333333333333333,138-140
C_uS03a-uS05b,0.06666666666666667,144-146
C_uS03a-uS05b,0.0,191-191
C_uS03a-uS05b,0.06666666666666667,12-16
C_uS03a-uS05b,0.0,178-181
C_uS03a-uS05b,0.3,239-241
C_uS03a-uS05b,0.13333333333333333,282-284
C_uS03a-uS05b,0.4666666666666667,172-174
C_uS03a-uS05b,0.06666666666666667,245-247
C_uS03a-uS05b,0.06666666666666667,100-102
C_uS03a-uS05b,0.43333333333333335,197-198
C_uS03a-uS05b,0.43333333333333335,233-235
C_uS03a-uS05b,0.4,168-168
C_uS03a-uS05b,0.0,252-252
C_uS03a-uS05b,0.0,164-164
C_uS03a-uS07b,1.0,96-121
C_uS03a-uS07b,0.8666666666666667,45-56
C_uS03a-uS07b,0.13333333333333333,185-192
C_uS03a-uS07b,0.03333333333333333,127-133
C_uS03a-uS07b,0.3333333333333333,208-218
C_uS03a-uS07b,0.0,140-147
C_uS03a-uS07b,0.06666666666666667,28-32
C_uS03a-uS07b,0.03333333333333333,222-227
C_uS03a-uS07b,0.06666666666666667,204-204
C_uS03a-uS07b,0.03333333333333333,154-155
C_uS03a-uS07b,0.03333333333333333,177-177
C_uS03a-uS07b,0.03333333333333333,20-20
C_uS03a-uS08b,0.7333333333333333,155-174
C_uS03a-uS08b,0.8666666666666667,104-118
C_uS03a-uS08b,0.4666666666666667,207-218
C_uS03a-uS08b,0.13333333333333333,19-27
C_uS03a-uS08b,0.3,62-69
C_uS03a-uS08b,0.0,46-53
C_uS03a-uS08b,0.0,90-91
C_uS03a-uS08b,0.23333333333333334,124-127
C_uS03a-uS08b,0.26666666666666666,57-58
C_uS03a-uS08b,0.36666666666666664,12-14
C_uS03a-uS08b,0.26666666666666666,86-86
C_uS03a-uS08b,0.03333333333333333,41-41
C_uS03a-uS08b,0.0,131-131
C_uS03a-uS09b,0.6,67-83
C_uS03a-uS09b,0.16666666666666666,133-142
C_uS03a-uS09b,0.3333333333333333,190-197
C_uS03a-uS09b,0.0,111-116
C_uS03a-uS09b,0.23333333333333334,148-154
C_uS03a-uS09b,0.03333333333333333,204-207
C_uS03a-uS09b,0.2,93-98
C_uS03a-uS09b,0.2,233-235
C_uS03a-uS09b,0.03333333333333333,179-184
C_uS03a-uS09b,0.2,212-216
C_uS03a-uS09b,0.1,163-165
C_uS03a-uS09b,0.16666666666666666,128-129
C_uS03a-uS09b,0.0,124-124
C_uS03a-uS10b,0.7,85-100
C_uS03a-uS10b,0.26666666666666666,199-204
C_uS03a-uS10b,0.0,53-57
C_uS03a-uS10b,0.6,133-141
C_uS03a-uS10b,0.4,12-23
C_uS03a-uS10b,0.03333333333333333,127-129
C_uS03a-uS10b,0.16666666666666666,148-152
C_uS03a-uS10b,0.36666666666666664,45-48
C_uS03a-uS10b,0.13333333333333333,30-32
C_uS03a-uS10b,0.06666666666666667,156-156
C_uS03a-uS10b,0.16666666666666666,41-41
C_uS03a-uS11b,0.9666666666666667,147-160
C_uS03a-uS11b,0.4666666666666667,82-102
C_uS03a-uS11b,0.03333333333333333,125-143
C_uS03a-uS11b,0.06666666666666667,199-205
C_uS03a-uS11b,0.03333333333333333,70-77
C_uS03a-uS11b,0.5666666666666667,213-214
C_uS03a-uS11b,0.43333333333333335,190-194
C_uS03a-uS11b,0.0,120-121
C_uS03a-uS11b,0.0,33-34
C_uS03a-uS11b,0.26666666666666666,12-12
C_uS03a-uS11b,0.03333333333333333,106-106
C_uS03a-uS11b,0.0,40-41
C_uS03a-uS11b,0.0,225-225
C_uS03a-uS12b,0.4666666666666667,205-214
C_uS03a-uS12b,0.5666666666666667,118-130
C_uS03a-uS12b,0.4,70-83
C_uS03a-uS12b,0.6,160-168
C_uS03a-uS12b,0.23333333333333334,28-34
C_uS03a-uS12b,0.0,137-140
C_uS03a-uS12b,0.0,179-182
C_uS03a-uS12b,0.0,103-104
C_uS03a-uS12b,0.0,223-223
C_uS03a-uS12b,0.0,227-228
C_uS03a-uS12b,0.1,144-144
C_uS03a-uS12b,0.8333333333333334,242-245
C_uS03a-uS12b,0.03333333333333333,156-156
C_uS03a-uS12b,0.0,152-152
C_uS03a-uS12b,0.0,173-173
C_uS03a-uS13b,0.7333333333333333,67-82
C_uS03a-uS13b,0.0,137-142
C_uS03a-uS13b,0.3,41-48
C_uS03a-uS13b,0.3333333333333333,154-162
C_uS03a-uS13b,0.26666666666666666,98-106
C_uS03a-uS13b,0.03333333333333333,202-208
C_uS03a-uS13b,0.0,167-170
C_uS03a-uS13b,0.1,130-131
C_uS03a-uS13b,0.03333333333333333,56-59
C_uS03a-uS13b,0.0,52-52
C_uS03a-uS13b,0.13333333333333333,119-121
C_uS03a-uS13b,0.0,148-148
C_uS03a-uS13b,0.1,114-115
C_uS03a-uS13b,0.0,93-94
C_uS03a-uS13b,0.0,228-228
C_uS03a-uS14b,0.13333333333333333,153-159
C_uS03a-uS14b,0.03333333333333333,126-131
C_uS03a-uS14b,0.03333333333333333,135-138
C_uS03a-uS14b,0.03333333333333333,28-34
C_uS03a-uS14b,0.06666666666666667,12-15
C_uS03a-uS14b,0.3333333333333333,102-104
C_uS03a-uS14b,0.1,148-149
C_uS03a-uS14b,0.23333333333333334,121-121
C_uS03a-uS14b,0.23333333333333334,20-24
C_uS03a-uS14b,0.0,88-89
C_uS03a-uS14b,0.4666666666666667,80-83
C_uS03a-uS14b,0.0,38-38
C_uS03a-uS14b,0.0,110-110
C_uS03a-uS14b,0.0,210-210
C_uS03a-uS15b,0.9333333333333333,101-116
C_uS03a-uS15b,0.4666666666666667,159-168
C_uS03a-uS15b,0.0,196-201
C_uS03a-uS15b,0.06666666666666667,131-134
C_uS03a-uS15b,0.16666666666666666,68-73
C_uS03a-uS15b,0.0,57-64
C_uS03a-uS15b,0.1,148-150
C_uS03a-uS15b,0.06666666666666667,121-122
C_uS03a-uS15b,0.23333333333333334,190-192
C_uS03a-uS15b,0.1,172-172
C_uS03a-uS17b,0.13333333333333333,233-239
C_uS03a-uS17b,0.4666666666666667,151-157
C_uS03a-uS17b,0.13333333333333333,188-191
C_uS03a-uS17b,0.0,58-64
C_uS03a-uS17b,0.13333333333333333,165-168
C_uS03a-uS17b,0.0,173-175
C_uS03a-uS17b,0.03333333333333333,68-71
C_uS03a-uS17b,0.1,12-12
C_uS03a-uS17b,0.0,147-147
C_uS03a-uS17b,0.1,269-269
